id;char;reading;translation;jlpt_level
2180;方式;ほうしき;form, method, system;1
2181;放射;ほうしゃ;radiation, emission;1
2182;放射能;ほうしゃのう;radioactivity;1
2183;報酬;ほうしゅう;remuneration, recompense, reward;1
2184;放出;ほうしゅつ;release, emit;1
2185;報じる;ほうじる;to inform, to report;1
2186;報ずる;ほうずる;to inform, to report;1
2187;紡績;ぼうせき;spinning;1
2188;呆然;ぼうぜん;dumbfounded, overcome with surprise;1
2189;放置;ほうち;leave as is, leave alone, neglect;1
2190;膨張;ぼうちょう;expansion, swelling, increase;1
2191;法廷;ほうてい;courtroom;1
2192;報道;ほうどう;coverage, report;1
2193;冒頭;ぼうとう;beginning, start, outset;1
2194;暴動;ぼうどう;insurrection, riot, uprising;1
2195;褒美;ほうび;reward, prize;1
2196;暴風;ぼうふう;storm, windstorm, gale;1
2197;葬る;ほうむる;to bury, to entomb;1
2198;放り込む;ほうりこむ;to throw into;1
2199;放り出す;ほうりだす;to throw out, to give up, to abandon;1
2200;暴力;ぼうりょく;violence;1
2201;飽和;ほうわ;saturation;1
2202;ホース;ホース;hose;1
2203;ポーズ;ポーズ;pause;1
2204;ホール;ホール;"hall; hole";1
2205;保温;ほおん;retaining warmth, keeping heat in, heat insulation;1
2206;捕獲;ほかく;capture, seizure;1
2207;保管;ほかん;custody, safekeeping, storage;1
2208;補給;ほきゅう;supply, supplying, replenishment;1
2209;補強;ほきょう;reinforcement;1
2210;募金;ぼきん;fund-raising, collection of funds;1
2211;牧師;ぼくし;pastor, minister, clergyman;1
2212;捕鯨;ほげい;whaling;1
2213;惚ける;ぼける;to grow senile, to fade;1
2214;保険;ほけん;insurance, guarantee;1
2215;母校;ぼこう;alma mater;1
2216;母国;ぼこく;one's home country (same as 自分の国 (じぶんのくに));1
2217;誇る;ほこる;to boast of, to be proud of;1
2218;綻びる;ほころびる;to come apart at the seams, to smile broadly;1
2219;干し～;ほし～;dried ~;1
2220;ポジション;ポジション;position;1
2221;干し物;ほしもの;dried washing (clothes;1
2222;保守;ほしゅ;conservative, maintaining;1
2223;補充;ほじゅう;supplementation, replenishment, replenishing;1
2224;補助;ほじょ;assistance, support, auxiliary;1
2225;舗装;ほそう;pavement, road surface;1
2226;補足;ほそく;supplement, complement;1
2227;墓地;ぼち;cemetery, graveyard;1
2228;発作;ほっさ;fit, attack;1
2229;没収;ぼっしゅう;forfeited;1
2230;発足;ほっそく;starting, inauguration;1
2231;ポット;ポット;pot;1
2232;ほっぺた;ほっぺた;cheek;1
2233;ぼつぼつ;ぼつぼつ;gradually, here and there, spots;1
2234;没落;ぼつらく;ruin, fall, collapse;1
2235;解ける;ほどける;to come untied, to come apart;1
2236;施す;ほどこす;to give, to conduct, to perform;1
2237;ほとり;ほとり;"vicinity of lake; river";1
2238;ぼやく;ぼやく;to grumble, to complain;1
2239;ぼやける;ぼやける;to become dim, to become blurred;1
2240;保養;ほよう;health preservation, recuperation, recreation;1
2241;捕虜;ほりょ;prisoner of war;1
2242;ボルト;ボルト;"volt; bolt";1
2243;滅びる;ほろびる;to be ruined, to perish, to be destroyed;1
2244;滅ぼす;ほろぼす;to destroy, to overthrow, to ruin;1
2245;本格;ほんかく;propriety, full-scale;1
2246;本館;ほんかん;main building;1
2247;本気;ほんき;seriousness, truth, sanctity;1
2248;本国;ほんごく;one's own country;1
2249;本質;ほんしつ;essence, true nature, reality;1
2250;本体;ほんたい;substance, body, trunk;1
2251;本音;ほんね;(one's) real intention, motive;1
2252;本能;ほんのう;instinct;1
2253;本場;ほんば;home, best place, genuine;1
2254;ポンプ;ポンプ;pump;1
2255;本文;ほんぶん;text (of document), body (of letter);1
2256;本名;ほんみょう;real name;1
2257;マーク;マーク;mark;1
2258;マイ～;マイ～;my ~, one's own ~;1
2259;マイクロフォン;マイクロフォン;microphone;1
2260;埋蔵;まいぞう;buried property, treasure trove;1
2261;舞う;まう;to dance, to flutter about, to revolve;1
2262;真上;まうえ;just above, right overhead;1
2263;前売;まえうり;advance sale, booking;1
2264;前置き;まえおき;preface, introduction;1
2265;任す;まかす;to entrust, to leave to a person;1
2266;負かす;まかす;to defeat;1
2267;賄う;まかなう;to give board to, to provide meals, to pay;1
2268;紛らわしい;まぎらわしい;confusing, misleading, ambiguous;1
2269;紛れる;まぎれる;to be diverted, to slip into;1
2270;真心;まごころ;sincerity, devotion;1
2271;まごつく;まごつく;to be confused, to be flustered;1
2272;誠;まこと;truth, faith, fidelity;1
2273;誠に;まことに;indeed, really (very polite), absolutely;1
2274;まさしく;まさしく;surely, no doubt, evidently;1
2275;勝る;まさる;to excel, to surpass, to out-rival;1
2276;～増し;～増し;~increase;1
2277;交える;まじえる;to mix, to converse with, to cross (swords);1
2278;真下;ました;right under, directly below;1
2279;まして;まして;still more, still less (with neg. verb), to say nothing of;1
2280;交わる;まじわる;to cross, to intersect, to mingle with,;1
2281;麻酔;ますい;anesthesia;1
2282;またがる (うまを～);またがる (うまを～);to straddle;1
2283;待ち合わせ;まちあわせ;appointment;1
2284;待ち遠しい;まちどおしい;looking forward to;1
2285;待ち望む;まちのぞむ;to look anxiously for, to wait eagerly for;1
2286;まちまち;まちまち;various, different;1
2287;末期;まっき;deathbed, hour of death;1
2288;真っ二つ;まっぷたつ;in two equal parts;1
2289;まと;まと;mark, target;1
2290;纏まり;まとまり;conclusion, settlement, consistency;1
2291;纏め;まとめ;settlement, conclusion;1
2292;免れる;まぬがれる;to escape from, to be exempted;1
2293;招き;まねき;invitation;1
2294;瞬き;まばたき;wink, twinkling (of stars), flicker (of light);1
2295;麻痺;まひ;paralysis, palsy, numbness;1
2296;～まみれ;～まみれ;covered with (by, in) ~;1
2297;眉;まゆ;eyebrow;1
2298;鞠;まり;ball;1
2299;丸ごと;まるごと;in its entirety, whole, wholly;1
2300;まるっきり;まるっきり;completely, perfectly, just as if;1
2301;丸々;まるまる;completely;1
2302;丸める;まるめる;to make round, to round off, to roll up;1
2303;満月;まんげつ;full moon;1
2304;満場;まんじょう;unanimous, whole audience;1
2305;真ん前;まんまえ;right in front, under the nose;1
2306;真ん丸い;まんまるい;perfectly circular;1
2307;真ん円い;まんまるい;perfectly round;1
2308;～味;～み;~ cast (sense of taste);1
2309;見合い;みあい;formal marriage interview;1
2310;見合わせる;みあわせる;"to exchange glances; to postpone";1
2311;見落とす;みおとす;to overlook, to fail to notice;1
2312;未開;みかい;savage land, backward region, uncivilized;1
2313;味覚;みかく;taste, palate, sense of taste;1
2314;幹;みき;(tree) trunk;1
2315;見苦しい;みぐるしい;unsightly, ugly;1
2316;見込み;みこみ;prospects, expectation, hope;1
2317;未婚;みこん;unmarried;1
2318;未熟;みじゅく;inexperience, unskilled, immature;1
2319;微塵;みじん;particle, atom;1
2320;水気;みずけ;moisture, dampness;1
2321;ミスプリント;ミスプリント;misprint;1
2322;みすぼらしい;みすぼらしい;shabby, seedy;1
2323;ミセス;ミセス;Mrs.;1
2324;見せびらかす;みせびらかす;to show off, to flaunt;1
2325;見せ物;みせもの;show, exhibition;1
2326;溝;みぞ;ditch, drain, gutter, gap;1
2327;満たす;みたす;to satisfy, to ingratiate, to fill, to fulfill;1
2328;乱す;みだす;to throw out of order, to disarrange, to disturb;1
2329;乱れる;みだれる;to get confused, to be disordered, to be disturbed;1
2330;未知;みち;not yet known;1
2331;身近;みぢか;near oneself, close to one, familiar;1
2332;導く;みちびく;to be guided, to be shown;1
2333;密集;みっしゅう;crowd, close formation, dense;1
2334;密接;みっせつ;connected, close, intimate;1
2335;密度;みつど;density;1
2336;見積もり;みつもり;estimation, quotation;1
2337;未定;みてい;not yet fixed, undecided, pending;1
2338;見通し;みとおし;perspective, unobstructed view, prospect;1
2339;見なす;みなす;to consider as, to regard;1
2340;源;みなもと;source, origin;1
2341;見習う;みならう;to follow another's example;1
2342;身なり;みなり;personal appearance;1
2343;峰;みね;peak, ridge;1
2344;身の上;みのうえ;one's future, one's welfare, one's personal history;1
2345;見逃す;みのがす;to miss, to overlook, to leave at large;1
2346;身の回り;みのまわり;one's personal appearance, personal belongings;1
2347;見計らう;みはからう;to choose at one's own discretion;1
2348;見晴らし;みはらし;view;1
2349;身振り;みぶり;gesture;1
2350;脈;みゃく;pulse;1
2351;ミュージック;ミュージック;music;1
2352;未練;みれん;lingering affection, attachment, regret(s);1
2353;見渡す;みわたす;to look out over, to survey (scene), to take an extensive view of;1
2354;民宿;みんしゅく;private house providing lodging and meals to tourists;1
2355;民族;みんぞく;people, race;1
2356;民俗;みんぞく;folk customs;1
2357;無意味;むいみ;nonsense, no meaning;1
2358;ムード;ムード;mood;1
2359;無口;むくち;reticence;1
2360;婿;むこ;son-in-law;1
2361;無効;むこう;invalid, no effect, unavailable;1
2362;無言;むごん;silence;1
2363;無邪気;むじゃき;innocence, simple-mindedness;1
2364;むしる;むしる;to pluck, to pick, to tear;1
2365;結び;むすび;ending, conclusion, union;1
2366;結び付き;むすびつき;connection, relation;1
2367;結び付く;むすびつく;to be connected or related, to join together;1
2368;結び付ける;むすびつける;to combine, to join, to tie on, to attach with a knot;1
2369;無線;むせん;wireless, radio;1
2370;無駄遣い;むだづかい;waste money on, squander money on;1
2371;無断;むだん;without permission, without notice;1
2372;無知;むち;ignorance;1
2373;無茶;むちゃ;absurd, unreasonable;1
2374;無茶苦茶;むちゃくちゃ;confused, jumbled, mixed up, unreasonable;1
2375;空しい;むなしい;vacant, futile, vain;1
2376;無念;むねん;chagrin, regret;1
2377;無能;むのう;inefficiency, incompetence;1
2378;無闇に;むやみに;unreasonably, absurdly, at random;1
2379;無用;むよう;useless, needlessness, unnecessariness;1
2380;斑;むら;unevenness, inconsistency, irregularity;1
2381;群がる;むらがる;to swarm, to gather;1
2382;無論;むろん;of course, naturally;1
2383;名産;めいさん;noted product;1
2384;名称;めいしょう;name;1
2385;命中;めいちゅう;a hit;1
2386;明白;めいはく;obvious, clear;1
2387;名簿;めいぼ;register of names;1
2388;名誉;めいよ;honor, credit, prestige;1
2389;明瞭;めいりょう;clarity;1
2390;明朗;めいろう;bright, clear, cheerful;1
2391;メーカー;メーカー;manufacturer;1
2392;目方;めかた;weight;1
2393;恵み;めぐみ;blessing;1
2394;恵む;めぐむ;to bless, to show mercy to;1
2395;目覚しい;めざましい;brilliant, remarkable;1
2396;目覚める;めざめる;to wake up;1
2397;召す;めす;to call, to send for, to put on;1
2398;雌;めす;female (animal);1
2399;目付き;めつき;look, expression of the eyes, eyes;1
2400;滅亡;めつぼう;downfall, collapse, destruction;1
2401;メディア;メディア;media;1
2402;目途;めど;goal, outlook;1
2403;目盛;めもり;scale, gradations;1
2404;メロディー;メロディー;melody;1
2405;面会;めんかい;interview;1
2406;免除;めんじょ;exemption, exoneration, discharge;1
2407;面する;めんする;to face on, to look out on to;1
2408;面目;めんぼく;face, honor, reputation;1
2409;面目;めんもく;face, honor, reputation;1
2410;～網;～もう;~ network;1
2411;設ける;もうける;to create, to establish;1
2412;申し入れる;もうしいれる;to propose, to suggest;1
2413;申込;もうしこみ;application, request, proposal;1
2414;申出;もうしで;request, claim, report;1
2415;申し出る;もうしでる;to report to, to tell, to suggest;1
2416;申し分;もうしぶん;objection, shortcomings;1
2417;盲点;もうてん;blind spot;1
2418;猛烈;もうれつ;violent, vehement, rage;1
2419;モーテル;モーテル;motel;1
2420;もがく;もがく;to struggle, to wriggle, to be impatient;1
2421;目録;もくろく;catalogue, catalog, list;1
2422;目論見;もくろみ;a plan, a scheme, intention;1
2423;模型;もけい;model, dummy, marquette;1
2424;模索;もさく;groping (for);1
2425;もしかして;もしかして;perhaps, possibly;1
2426;もしくは;もしくは;or, otherwise;1
2427;もたらす;もたらす;to bring, to take, to bring about;1
2428;持ち切り;もちきり;hot topic, talk of the town;1
2429;目下;もっか;at present, now;1
2430;専ら;もっぱら;wholly, solely, entirely;1
2431;もてなす;もてなす;to entertain, to make welcome;1
2432;もてる;もてる;to be well liked, to be popular;1
2433;モニター;モニター;(computer) monitor;1
2434;物好き;ものずき;(idle) curiosity;1
2435;物足りない;ものたりない;unsatisfied, unsatisfactory;1
2436;もはや;もはや;already, now;1
2437;模範;もはん;model, example;1
2438;模倣;もほう;imitation, copying;1
2439;もめる;もめる;to disagree, to dispute;1
2440;股;もも;thigh, femur;1
2441;腿;もも;thigh, femur;1
2442;催す;もよおす;to hold (a meeting), to give (a dinner);1
2443;漏らす;もらす;to let leak, to reveal;1
2444;盛り上がる;もりあがる;to rouse, to swell, to rise;1
2445;漏る;もる;to leak, to run out;1
2446;漏れる;もれる;to leak out, to escape, to filter out;1
2447;脆い;もろい;brittle, fragile, tender-hearted;1
2448;もろに;もろに;completely, altogether, bodily;1
2449;矢;や;arrow;1
2450;野外;やがい;fields, outskirts, open air, suburbs;1
2451;～薬;～やく;medicine;1
2452;夜具;やぐ;bedding;1
2453;役職;やくしょく;post, managerial position, official position;1
2454;役場;やくば;town hall;1
2455;やけに;やけに;sure, very;1
2456;屋敷;やしき;mansion;1
2457;養う;やしなう;to rear, to maintain, to cultivate;1
2458;野心;やしん;ambition, aspiration;1
2459;安っぽい;やすっぽい;cheap-looking, tawdry;1
2460;休める;やすめる;to rest, to suspend, to give relief;1
2461;野生;やせい;wild;1
2462;奴;やつ;(vulg.) fellow, guy, chap;1
2463;闇;やみ;darkness, shady, illegal;1
2464;病む;やむ;to fall ill, to be ill;1
2465;ややこしい;ややこしい;puzzling, tangled, complicated, complex;1
